"pomiar" "Szczep" "warunki"
"1" 3.38973789864821 "A" 1
"2" 5.99206529757216 "A" 1
"3" 4.4645533471935 "A" 1
"4" 4.54608208811053 "A" 1
"5" 6.52175121481395 "A" 1
"6" 5.71308758806035 "A" 1
"7" 5.99338160374749 "A" 1
"8" 3.93274536122502 "A" 1
"9" 5.38079136624956 "A" 1
"10" 6.83032481748165 "A" 1
"11" 6.83778648925442 "A" 1
"12" 4.26873024266154 "A" 1
"13" 6.45921847024172 "A" 1
"14" 5.48626878676393 "A" 1
"15" 5.63522830902486 "A" 1
"16" 3.86259830636767 "A" 1
"17" 5.43098862033943 "A" 1
"18" 4.03901781855665 "A" 1
"19" 4.76852410336416 "A" 1
"20" 5.48871039246983 "A" 1
"21" 5.7748373694125 "A" 1
"22" 4.7159143543849 "A" 1
"23" 6.64430487886059 "A" 1
"24" 4.4189661949241 "A" 1
"25" 3.97196559694708 "A" 1
"26" 5.96648221498142 "A" 1
"27" 3.76226276445187 "A" 1
"28" 5.47423242670878 "A" 1
"29" 4.47501071970547 "A" 1
"30" 4.558057375572 "A" 1
"31" 6.8213936311017 "A" 1
"32" 5.58315449966864 "A" 1
"33" 4.9533992300322 "A" 1
"34" 5.09535750212552 "A" 1
"35" 4.4503778066664 "A" 1
"36" 5.05741833150609 "A" 1
"37" 5.38451925720588 "A" 1
"38" 6.18879215437056 "A" 1
"39" 5.8758731094377 "A" 1
"40" 4.67190189167709 "A" 1
"41" 6.19887691205845 "A" 1
"42" 4.38124930209436 "A" 1
"43" 4.87496871311484 "A" 1
"44" 5.5497943261385 "A" 1
"45" 4.17235845083774 "A" 1
"46" 6.70642969908037 "A" 1
"47" 4.39224379132794 "A" 1
"48" 3.67003418949438 "A" 1
"49" 6.70993582013871 "A" 1
"50" 4.10268446183302 "A" 1
"51" 5.06782004340722 "A" 1
"52" 4.04987495483639 "A" 1
"53" 6.40555307069723 "A" 1
"54" 5.6455359342185 "A" 1
"55" 4.61944990522546 "A" 1
"56" 6.38385930694815 "A" 1
"57" 6.80629434653747 "A" 1
"58" 4.00282928963203 "A" 1
"59" 4.05759159356382 "A" 1
"60" 4.86230776823075 "A" 1
"61" 3.54678819208499 "A" 1
"62" 6.18914858654652 "A" 1
"63" 6.17676610352484 "A" 1
"64" 4.87599524749211 "A" 1
"65" 4.42324848274854 "A" 1
"66" 6.68197207600494 "A" 1
"67" 3.67105583738874 "A" 1
"68" 5.42422595248684 "A" 1
"69" 5.32718784445177 "A" 1
"70" 4.26323946054806 "A" 1
"71" 4.93493009596518 "A" 1
"72" 3.8760079089262 "A" 1
"73" 3.92159920608977 "A" 1
"74" 4.07912031418327 "A" 1
"75" 4.07456381177421 "A" 1
"76" 4.47527063704717 "A" 1
"77" 4.39158278254793 "A" 1
"78" 5.77690039115186 "A" 1
"79" 6.3374842145272 "A" 1
"80" 4.5774650986415 "A" 1
"81" 4.71128468805403 "A" 1
"82" 3.51084564345377 "A" 1
"83" 4.06497383149923 "A" 1
"84" 5.22972924109926 "A" 1
"85" 5.26547903483902 "A" 1
"86" 4.84870569470714 "A" 1
"87" 3.29376367624889 "A" 1
"88" 3.86438094043851 "A" 1
"89" 7.23744733257886 "A" 1
"90" 4.76492111797129 "A" 1
"91" 5.22296849019043 "A" 1
"92" 6.02647336545356 "A" 1
"93" 6.22018464255969 "A" 1
"94" 5.14331648681595 "A" 1
"95" 5.10134582146966 "A" 1
"96" 3.09935944147705 "A" 1
"97" 6.14771351843126 "A" 1
"98" 4.62101819692235 "A" 1
"99" 6.32967082040182 "A" 1
"100" 3.06398250282116 "A" 1
"101" 6.55997909386516 "A" 1
"102" 4.8628700321823 "A" 1
"103" 5.88937449137252 "A" 1
"104" 5.26683315347845 "A" 1
"105" 5.71211789766408 "A" 1
"106" 6.20184185986565 "A" 1
"107" 4.29324677356948 "A" 1
"108" 5.12187339395162 "A" 1
"109" 3.61159660171037 "A" 1
"110" 6.27327402582005 "A" 1
"111" 5.54922513979143 "A" 1
"112" 5.34363560251268 "A" 1
"113" 4.64484911174792 "A" 1
"114" 4.49519604625885 "A" 1
"115" 4.49860084200381 "A" 1
"116" 4.4304427306743 "A" 1
"117" 5.74939704644249 "A" 1
"118" 3.3443485292061 "A" 1
"119" 3.73672616263107 "A" 1
"120" 6.21593996294084 "A" 1
"121" 5.71832715538385 "A" 1
"122" 4.74316291250767 "A" 1
"123" 4.13217071413 "A" 1
"124" 5.05824901010808 "A" 1
"125" 4.13301599225587 "A" 1
"126" 4.89574184557988 "A" 1
"127" 4.32824974192583 "A" 1
"128" 4.50046200621479 "A" 1
"129" 5.81918808252022 "A" 1
"130" 5.58455556199825 "A" 1
"131" 4.71940677693549 "A" 1
"132" 4.68788936243885 "A" 1
"133" 5.63281966857883 "A" 1
"134" 4.57787121933462 "A" 1
"135" 5.05652009935029 "A" 1
"136" 5.61815313906417 "A" 1
"137" 4.11106456787245 "A" 1
"138" 4.5418740792592 "A" 1
"139" 6.73502457936115 "A" 1
"140" 5.94124550531209 "A" 1
"141" 6.38882257316945 "A" 1
"142" 4.55586661046596 "A" 1
"143" 4.47827452637534 "A" 1
"144" 3.44425826722405 "A" 1
"145" 4.61193207262578 "A" 1
"146" 5.2531938620977 "A" 1
"147" 6.87704393458082 "A" 1
"148" 6.79877206662348 "A" 1
"149" 3.45818165674122 "A" 1
"150" 4.64153721153796 "A" 1
"151" 5.19600564315286 "A" 1
"152" 4.67590397831649 "A" 1
"153" 4.2114178948742 "A" 1
"154" 5.17004957119893 "A" 1
"155" 3.88743422433117 "A" 1
"156" 3.91790272939124 "A" 1
"157" 5.69089064658578 "A" 1
"158" 6.56598080130845 "A" 1
"159" 2.59835655269056 "A" 1
"160" 4.66909386268841 "A" 1
"161" 5.08098820478431 "A" 1
"162" 5.1737690591143 "A" 1
"163" 5.03190934350767 "A" 1
"164" 5.47159542108137 "A" 1
"165" 3.31650526757933 "A" 1
"166" 5.60852456886184 "A" 1
"167" 5.88762189753077 "A" 1
"168" 4.12636320227528 "A" 1
"169" 5.02757559871457 "A" 1
"170" 4.76051738304617 "A" 1
"171" 5.55450540998695 "A" 1
"172" 6.29863807626742 "A" 1
"173" 4.1706451523071 "A" 1
"174" 4.15614528771486 "A" 1
"175" 5.28060513999232 "A" 1
"176" 4.61524220480426 "A" 1
"177" 5.88906372345947 "A" 1
"178" 5.35731174796666 "A" 1
"179" 4.69113110570434 "A" 1
"180" 5.11442557335832 "A" 1
"181" 4.97686524660971 "A" 1
"182" 5.6872137099632 "A" 1
