"pomiar" "Szczep" "powt" "czas"
"1" 0.0963949699026827 "A" 1 1
"2" 0.118308182002267 "A" 1 2
"3" 0.118396523360647 "A" 1 3
"4" 0.13904645772137 "A" 1 4
"5" 0.155443146878814 "A" 1 5
"6" 0.130804117444506 "A" 1 6
"7" 0.16137839939732 "A" 1 7
"8" 0.144042215127116 "A" 1 8
"9" 0.16777586501369 "A" 1 9
"10" 0.180800621890563 "A" 1 10
"11" 0.18437093504498 "A" 1 11
"12" 0.198138059502031 "A" 1 12
"13" 0.199868483693934 "A" 1 13
"14" 0.228783729010553 "A" 1 14
"15" 0.229370024155333 "A" 1 15
"16" 0.260021362149662 "A" 1 16
"17" 0.270940338861475 "A" 1 17
"18" 0.264298377720536 "A" 1 18
"19" 0.269721781941555 "A" 1 19
"20" 0.251477302348417 "A" 1 20
"21" 0.284797080024245 "A" 1 21
"22" 0.305316211962955 "A" 1 22
"23" 0.327297258422182 "A" 1 23
"24" 0.36577081546102 "A" 1 24
"25" 0.335857608092236 "A" 1 25
"26" 0.351129367485608 "A" 1 26
"27" 0.358943861997038 "A" 1 27
"28" 0.38437038892564 "A" 1 28
"29" 0.371942913897107 "A" 1 29
"30" 0.376641121893982 "A" 1 30
"31" 0.392957908733882 "A" 1 31
"32" 0.404133954668257 "A" 1 32
"33" 0.395239269329338 "A" 1 33
"34" 0.400449445914077 "A" 1 34
"35" 0.410995993404872 "A" 1 35
"36" 0.416360897090081 "A" 1 36
"37" 0.444789114902124 "A" 1 37
"38" 0.437129552141386 "A" 1 38
"39" 0.437104802398479 "A" 1 39
"40" 0.446246412978082 "A" 1 40
"41" 0.448879843427187 "A" 1 41
"42" 0.474812060902308 "A" 1 42
"43" 0.438407183001454 "A" 1 43
"44" 0.475534146624178 "A" 1 44
"45" 0.48493104844055 "A" 1 45
"46" 0.489382650432396 "A" 1 46
"47" 0.509459194213325 "A" 1 47
"48" 0.484177793811501 "A" 1 48
"49" 0.495589465047358 "A" 1 49
"50" 0.501449911009203 "A" 1 50
"51" 0.494131593934375 "A" 1 51
"52" 0.51911012740579 "A" 1 52
"53" 0.513619060480454 "A" 1 53
"54" 0.55245752422683 "A" 1 54
"55" 0.553649687444928 "A" 1 55
"56" 0.596679771921243 "A" 1 56
"57" 0.609708479735827 "A" 1 57
"58" 0.637335846798016 "A" 1 58
"59" 0.634764175467273 "A" 1 59
"60" 0.666020180284864 "A" 1 60
"61" 0.694927680741571 "A" 1 61
"62" 0.713961269036512 "A" 1 62
"63" 0.746873879344067 "A" 1 63
"64" 0.748060837193294 "A" 1 64
"65" 0.721416877801452 "A" 1 65
"66" 0.740701296307157 "A" 1 66
"67" 0.777257388625785 "A" 1 67
"68" 0.791547401923714 "A" 1 68
"69" 0.782958621290018 "A" 1 69
"70" 0.816330282180346 "A" 1 70
"71" 0.789022134633482 "A" 1 71
"72" 0.801772700627417 "A" 1 72
"73" 0.825243463850139 "A" 1 73
"74" 0.802177382799299 "A" 1 74
"75" 0.83248800377369 "A" 1 75
"76" 0.850648546420759 "A" 1 76
"77" 0.885842133776611 "A" 1 77
"78" 0.890024527889637 "A" 1 78
"79" 0.90945144020841 "A" 1 79
"80" 0.917102438787651 "A" 1 80
"81" 0.922938144033377 "A" 1 81
"82" 0.913174610596572 "A" 1 82
"83" 0.933166348334893 "A" 1 83
"84" 0.938197922943403 "A" 1 84
"85" 0.939704538643721 "A" 1 85
"86" 0.961809949765843 "A" 1 86
"87" 0.980131326623041 "A" 1 87
"88" 0.991910642355762 "A" 1 88
"89" 0.992081442305123 "A" 1 89
"90" 0.977843149895877 "A" 1 90
"91" 1.02148728439526 "A" 1 91
"92" 1.02629709696207 "A" 1 92
"93" 1.05311052405016 "A" 1 93
"94" 1.06511884445547 "A" 1 94
"95" 1.06921196405373 "A" 1 95
"96" 1.08224096106596 "A" 1 96
"97" 1.06207698532426 "A" 1 97
"98" 1.07712554012483 "A" 1 98
"99" 1.07868433976356 "A" 1 99
"100" 1.08511850794878 "A" 1 100
"101" 0.0917506418612399 "A" 2 1
"102" 0.102691824821172 "A" 2 2
"103" 0.110620721107643 "A" 2 3
"104" 0.136640081220619 "A" 2 4
"105" 0.12579849419174 "A" 2 5
"106" 0.147874690893194 "A" 2 6
"107" 0.144949902343756 "A" 2 7
"108" 0.154566523657311 "A" 2 8
"109" 0.187040958586343 "A" 2 9
"110" 0.171441625643244 "A" 2 10
"111" 0.176932135476221 "A" 2 11
"112" 0.193688871386579 "A" 2 12
"113" 0.179309879656653 "A" 2 13
"114" 0.186407741250114 "A" 2 14
"115" 0.199069893016879 "A" 2 15
"116" 0.228481952590305 "A" 2 16
"117" 0.231561679600766 "A" 2 17
"118" 0.226474010482716 "A" 2 18
"119" 0.260975738746403 "A" 2 19
"120" 0.332082851360536 "A" 2 20
"121" 0.337352949677922 "A" 2 21
"122" 0.351222876749926 "A" 2 22
"123" 0.312457427925463 "A" 2 23
"124" 0.337236752003091 "A" 2 24
"125" 0.353583101037273 "A" 2 25
"126" 0.338792919622055 "A" 2 26
"127" 0.35227273337183 "A" 2 27
"128" 0.372426683132064 "A" 2 28
"129" 0.382364264117697 "A" 2 29
"130" 0.386057149722352 "A" 2 30
"131" 0.399145295596245 "A" 2 31
"132" 0.40186738900547 "A" 2 32
"133" 0.408383060520464 "A" 2 33
"134" 0.418403172908805 "A" 2 34
"135" 0.443790889063312 "A" 2 35
"136" 0.451040566988754 "A" 2 36
"137" 0.461028427794008 "A" 2 37
"138" 0.469471607037335 "A" 2 38
"139" 0.468997642302854 "A" 2 39
"140" 0.490576450397712 "A" 2 40
"141" 0.497895542119331 "A" 2 41
"142" 0.502938122394851 "A" 2 42
"143" 0.498082924738122 "A" 2 43
"144" 0.494705463085672 "A" 2 44
"145" 0.501294747951661 "A" 2 45
"146" 0.52459350102705 "A" 2 46
"147" 0.504448256811432 "A" 2 47
"148" 0.553927941763788 "A" 2 48
"149" 0.588322226760053 "A" 2 49
"150" 0.571010770380435 "A" 2 50
"151" 0.589402645965172 "A" 2 51
"152" 0.600799519337832 "A" 2 52
"153" 0.596480427250246 "A" 2 53
"154" 0.583874508707065 "A" 2 54
"155" 0.619590547248128 "A" 2 55
"156" 0.616958455227244 "A" 2 56
"157" 0.634276267288845 "A" 2 57
"158" 0.608441877764866 "A" 2 58
"159" 0.648251331667217 "A" 2 59
"160" 0.665284838004448 "A" 2 60
"161" 0.659311149138199 "A" 2 61
"162" 0.627584908650385 "A" 2 62
"163" 0.654050850530087 "A" 2 63
"164" 0.669684124123856 "A" 2 64
"165" 0.675487488689359 "A" 2 65
"166" 0.671263197207574 "A" 2 66
"167" 0.699797502273296 "A" 2 67
"168" 0.71464313030588 "A" 2 68
"169" 0.710824144901805 "A" 2 69
"170" 0.698727928927362 "A" 2 70
"171" 0.713389837301913 "A" 2 71
"172" 0.698110105626224 "A" 2 72
"173" 0.738430911988122 "A" 2 73
"174" 0.720161253459602 "A" 2 74
"175" 0.733273265365702 "A" 2 75
"176" 0.768455416369842 "A" 2 76
"177" 0.738396937971548 "A" 2 77
"178" 0.764546410307591 "A" 2 78
"179" 0.795094926122928 "A" 2 79
"180" 0.803348435734217 "A" 2 80
"181" 0.791893048240918 "A" 2 81
"182" 0.805989564174359 "A" 2 82
"183" 0.852948627664643 "A" 2 83
"184" 0.839350777191963 "A" 2 84
"185" 0.850285555080495 "A" 2 85
"186" 0.89102393036721 "A" 2 86
"187" 0.881925360189026 "A" 2 87
"188" 0.892712748110004 "A" 2 88
"189" 0.912484662420657 "A" 2 89
"190" 0.938910395726034 "A" 2 90
"191" 0.953333645047262 "A" 2 91
"192" 0.960495171875899 "A" 2 92
"193" 0.999016281426212 "A" 2 93
"194" 0.998326474768622 "A" 2 94
"195" 1.05521131339723 "A" 2 95
"196" 1.04567994307008 "A" 2 96
"197" 1.05821591659438 "A" 2 97
"198" 1.06991213453612 "A" 2 98
"199" 1.10473940236632 "A" 2 99
"200" 1.09617903939794 "A" 2 100
"201" 0.107840051459186 "A" 3 1
"202" 0.119101274909433 "A" 3 2
"203" 0.131564250718991 "A" 3 3
"204" 0.115256164632359 "A" 3 4
"205" 0.189516640421247 "A" 3 5
"206" 0.198269859135391 "A" 3 6
"207" 0.212890231568393 "A" 3 7
"208" 0.244293175632623 "A" 3 8
"209" 0.242846674407495 "A" 3 9
"210" 0.275566537321302 "A" 3 10
"211" 0.227180193788476 "A" 3 11
"212" 0.262603042876533 "A" 3 12
"213" 0.282529684940937 "A" 3 13
"214" 0.288748617197531 "A" 3 14
"215" 0.309437730198822 "A" 3 15
"216" 0.310927623757958 "A" 3 16
"217" 0.337409513699864 "A" 3 17
"218" 0.334486465758949 "A" 3 18
"219" 0.331522008072891 "A" 3 19
"220" 0.335655187335289 "A" 3 20
"221" 0.342869389445114 "A" 3 21
"222" 0.337824792817489 "A" 3 22
"223" 0.370960958480971 "A" 3 23
"224" 0.379083720983454 "A" 3 24
"225" 0.402502656528184 "A" 3 25
"226" 0.400418313385585 "A" 3 26
"227" 0.42628683894766 "A" 3 27
"228" 0.426530724987175 "A" 3 28
"229" 0.4571867300297 "A" 3 29
"230" 0.44446767750813 "A" 3 30
"231" 0.430617784799095 "A" 3 31
"232" 0.443508754143151 "A" 3 32
"233" 0.458255393080412 "A" 3 33
"234" 0.456086253604621 "A" 3 34
"235" 0.472651697831285 "A" 3 35
"236" 0.490963723187248 "A" 3 36
"237" 0.490237274379494 "A" 3 37
"238" 0.473723897012108 "A" 3 38
"239" 0.483121168005079 "A" 3 39
"240" 0.50434055070891 "A" 3 40
"241" 0.551975392539686 "A" 3 41
"242" 0.55472421509497 "A" 3 42
"243" 0.587594471258618 "A" 3 43
"244" 0.584466337062202 "A" 3 44
"245" 0.590213784257737 "A" 3 45
"246" 0.615058397877601 "A" 3 46
"247" 0.610761598524643 "A" 3 47
"248" 0.633412345908513 "A" 3 48
"249" 0.66687417285412 "A" 3 49
"250" 0.6562704234619 "A" 3 50
"251" 0.659190329698123 "A" 3 51
"252" 0.663120532883964 "A" 3 52
"253" 0.679450638948639 "A" 3 53
"254" 0.683941388417068 "A" 3 54
"255" 0.675262863499544 "A" 3 55
"256" 0.683672824997785 "A" 3 56
"257" 0.697274363259854 "A" 3 57
"258" 0.682809397450523 "A" 3 58
"259" 0.710821722980744 "A" 3 59
"260" 0.734011437836762 "A" 3 60
"261" 0.754600231923824 "A" 3 61
"262" 0.752486185915135 "A" 3 62
"263" 0.742446725403343 "A" 3 63
"264" 0.750263512911204 "A" 3 64
"265" 0.760717943540625 "A" 3 65
"266" 0.808928893136669 "A" 3 66
"267" 0.800873563579998 "A" 3 67
"268" 0.82773859723123 "A" 3 68
"269" 0.845708041163005 "A" 3 69
"270" 0.800369157979358 "A" 3 70
"271" 0.841541999799838 "A" 3 71
"272" 0.847206582509719 "A" 3 72
"273" 0.852161982004071 "A" 3 73
"274" 0.841899619959432 "A" 3 74
"275" 0.87563533886117 "A" 3 75
"276" 0.87009590435072 "A" 3 76
"277" 0.889461226908536 "A" 3 77
"278" 0.886396098244279 "A" 3 78
"279" 0.890530704994947 "A" 3 79
"280" 0.873703997159689 "A" 3 80
"281" 0.896013229192088 "A" 3 81
"282" 0.909585598632894 "A" 3 82
"283" 0.907852497771543 "A" 3 83
"284" 0.927955960108668 "A" 3 84
"285" 0.934104549789451 "A" 3 85
"286" 0.919719251577559 "A" 3 86
"287" 0.920950519524083 "A" 3 87
"288" 0.93574814671935 "A" 3 88
"289" 0.938362692277525 "A" 3 89
"290" 0.941176320312252 "A" 3 90
"291" 1.01327726856603 "A" 3 91
"292" 1.01354056319216 "A" 3 92
"293" 1.01974987683323 "A" 3 93
"294" 1.04850467099921 "A" 3 94
"295" 1.03008782844212 "A" 3 95
"296" 1.05558729552184 "A" 3 96
"297" 1.07216217622963 "A" 3 97
"298" 1.08297791374713 "A" 3 98
"299" 1.0732686309734 "A" 3 99
"300" 1.07569136324486 "A" 3 100
"301" 0.106270319890706 "B" 1 1
"302" 0.134206541569421 "B" 1 2
"303" 0.136096690001482 "B" 1 3
"304" 0.139414673153476 "B" 1 4
"305" 0.151731795182338 "B" 1 5
"306" 0.154634964555368 "B" 1 6
"307" 0.151531596440866 "B" 1 7
"308" 0.157391768169669 "B" 1 8
"309" 0.171108866584649 "B" 1 9
"310" 0.18238368376992 "B" 1 10
"311" 0.194624465363618 "B" 1 11
"312" 0.195770803610991 "B" 1 12
"313" 0.200308270491692 "B" 1 13
"314" 0.197438360139139 "B" 1 14
"315" 0.226945756178161 "B" 1 15
"316" 0.208343341235124 "B" 1 16
"317" 0.236744148007027 "B" 1 17
"318" 0.226210870522394 "B" 1 18
"319" 0.247747941643299 "B" 1 19
"320" 0.274071967841781 "B" 1 20
"321" 0.255890947009724 "B" 1 21
"322" 0.25036800696348 "B" 1 22
"323" 0.269113768113394 "B" 1 23
"324" 0.294966994037009 "B" 1 24
"325" 0.300483318301943 "B" 1 25
"326" 0.296903764987447 "B" 1 26
"327" 0.308637957264661 "B" 1 27
"328" 0.332299120324157 "B" 1 28
"329" 0.29031411687878 "B" 1 29
"330" 0.319628019468531 "B" 1 30
"331" 0.366095180435435 "B" 1 31
"332" 0.376272057744145 "B" 1 32
"333" 0.371195200193446 "B" 1 33
"334" 0.393867890622441 "B" 1 34
"335" 0.388313472922281 "B" 1 35
"336" 0.413673620889661 "B" 1 36
"337" 0.415721885897859 "B" 1 37
"338" 0.416107996885078 "B" 1 38
"339" 0.412831641122896 "B" 1 39
"340" 0.436313919113362 "B" 1 40
"341" 0.437259615282092 "B" 1 41
"342" 0.447058499586773 "B" 1 42
"343" 0.445152529059496 "B" 1 43
"344" 0.454958750375934 "B" 1 44
"345" 0.45215079451702 "B" 1 45
"346" 0.453070840255898 "B" 1 46
"347" 0.475283559637101 "B" 1 47
"348" 0.469032316200821 "B" 1 48
"349" 0.473090824329638 "B" 1 49
"350" 0.479973129986023 "B" 1 50
"351" 0.48983212569183 "B" 1 51
"352" 0.492105973192618 "B" 1 52
"353" 0.485693568480678 "B" 1 53
"354" 0.519045446199321 "B" 1 54
"355" 0.505452332297103 "B" 1 55
"356" 0.518467247769642 "B" 1 56
"357" 0.515691365717795 "B" 1 57
"358" 0.520215630177912 "B" 1 58
"359" 0.52764795471931 "B" 1 59
"360" 0.531221248879324 "B" 1 60
"361" 0.548778951928566 "B" 1 61
"362" 0.531589363618065 "B" 1 62
"363" 0.558039314745565 "B" 1 63
"364" 0.554630837124477 "B" 1 64
"365" 0.569531767834944 "B" 1 65
"366" 0.56063547097514 "B" 1 66
"367" 0.5873669603089 "B" 1 67
"368" 0.614635854547915 "B" 1 68
"369" 0.59964857051289 "B" 1 69
"370" 0.617109752710927 "B" 1 70
"371" 0.622726104105586 "B" 1 71
"372" 0.621112005927557 "B" 1 72
"373" 0.623159077967082 "B" 1 73
"374" 0.652033861078454 "B" 1 74
"375" 0.637654021263827 "B" 1 75
"376" 0.643263145425346 "B" 1 76
"377" 0.642336462062327 "B" 1 77
"378" 0.643951947873346 "B" 1 78
"379" 0.65860477019385 "B" 1 79
"380" 0.646235861024626 "B" 1 80
"381" 0.690990394252675 "B" 1 81
"382" 0.753236217577704 "B" 1 82
"383" 0.724396062699182 "B" 1 83
"384" 0.722137629622796 "B" 1 84
"385" 0.73959248577805 "B" 1 85
"386" 0.752428197374696 "B" 1 86
"387" 0.761648216235734 "B" 1 87
"388" 0.745726798183034 "B" 1 88
"389" 0.77583112674432 "B" 1 89
"390" 0.780985202646895 "B" 1 90
"391" 0.80003818208064 "B" 1 91
"392" 0.803272112153605 "B" 1 92
"393" 0.798585004881543 "B" 1 93
"394" 0.799746747088428 "B" 1 94
"395" 0.799839559497996 "B" 1 95
"396" 0.832252922030053 "B" 1 96
"397" 0.84428419861328 "B" 1 97
"398" 0.826784042069429 "B" 1 98
"399" 0.868503391914741 "B" 1 99
"400" 0.865848766224757 "B" 1 100
"401" 0.0942022341824856 "B" 2 1
"402" 0.122624169112217 "B" 2 2
"403" 0.107686119971846 "B" 2 3
"404" 0.153259604833734 "B" 2 4
"405" 0.151565419051815 "B" 2 5
"406" 0.141261297100506 "B" 2 6
"407" 0.148457493604168 "B" 2 7
"408" 0.167634417777333 "B" 2 8
"409" 0.180035991432021 "B" 2 9
"410" 0.16988777180393 "B" 2 10
"411" 0.192800432039831 "B" 2 11
"412" 0.19300753457037 "B" 2 12
"413" 0.203759002181129 "B" 2 13
"414" 0.231889209944747 "B" 2 14
"415" 0.258636666877646 "B" 2 15
"416" 0.255068537337097 "B" 2 16
"417" 0.241486392556537 "B" 2 17
"418" 0.251675040084625 "B" 2 18
"419" 0.237656830255111 "B" 2 19
"420" 0.247797210666938 "B" 2 20
"421" 0.245731717919528 "B" 2 21
"422" 0.257599862645845 "B" 2 22
"423" 0.250716395698002 "B" 2 23
"424" 0.321255505615934 "B" 2 24
"425" 0.332748350728749 "B" 2 25
"426" 0.333678400390337 "B" 2 26
"427" 0.352114622559358 "B" 2 27
"428" 0.345367429949745 "B" 2 28
"429" 0.337824965722693 "B" 2 29
"430" 0.346701171324758 "B" 2 30
"431" 0.365244629643884 "B" 2 31
"432" 0.355938296224301 "B" 2 32
"433" 0.366980406491211 "B" 2 33
"434" 0.415212224098259 "B" 2 34
"435" 0.423110543862316 "B" 2 35
"436" 0.436631479438979 "B" 2 36
"437" 0.424301302577358 "B" 2 37
"438" 0.431245770077073 "B" 2 38
"439" 0.430905915832097 "B" 2 39
"440" 0.45115935479231 "B" 2 40
"441" 0.447641264182797 "B" 2 41
"442" 0.50095746360584 "B" 2 42
"443" 0.475538175727069 "B" 2 43
"444" 0.50258354972475 "B" 2 44
"445" 0.513983039282772 "B" 2 45
"446" 0.541112957891375 "B" 2 46
"447" 0.535406363828083 "B" 2 47
"448" 0.546817966447995 "B" 2 48
"449" 0.538895597174333 "B" 2 49
"450" 0.555094156667084 "B" 2 50
"451" 0.56686012455262 "B" 2 51
"452" 0.562520266723501 "B" 2 52
"453" 0.548798734274679 "B" 2 53
"454" 0.581321137915795 "B" 2 54
"455" 0.588400444235517 "B" 2 55
"456" 0.587657943513071 "B" 2 56
"457" 0.591164492784126 "B" 2 57
"458" 0.58231565044582 "B" 2 58
